                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    139,                0.50734,                0.33358,                0.87712,                0.94474,                0.98757,                0.97663,                0.87607,                0.59438,                0.53408,                0.83798,             0.00045992,             0.00045992,             0.00045992
                    140,                0.48475,                0.32886,                0.86997,                0.96141,                0.99076,                0.97171,                0.88015,                0.54973,                0.54511,                0.82698,             0.00045285,             0.00045285,             0.00045285
                    141,                0.49997,                0.34289,                0.87682,                0.95015,                0.98757,                0.97348,                0.88064,                0.54884,                0.53062,                0.82421,             0.00044578,             0.00044578,             0.00044578
                    142,                0.49554,                0.33682,                0.87151,                0.95803,                0.98763,                0.97681,                0.88622,                0.54039,                0.54077,                0.82971,              0.0004387,              0.0004387,              0.0004387
                    143,                0.50452,                0.33612,                0.87142,                0.94976,                 0.9772,                0.98034,                 0.8861,                0.54147,                0.54818,                0.82957,             0.00043163,             0.00043163,             0.00043163
                    144,                0.48361,                0.32663,                0.87281,                0.93834,                 0.9693,                0.97457,                0.86663,                0.53246,                0.55258,                0.83481,             0.00042456,             0.00042456,             0.00042456
                    145,                0.48217,                0.33011,                0.87095,                0.95289,                0.98067,                 0.9789,                 0.8863,                0.56068,                0.55015,                 0.8219,             0.00041748,             0.00041748,             0.00041748
                    146,                0.47768,                0.32847,                0.86845,                0.94458,                0.98332,                0.97873,                0.87455,                0.54688,                0.54508,                0.82079,             0.00041041,             0.00041041,             0.00041041
                    147,                 0.5026,                0.34021,                0.87249,                0.95144,                0.98123,                0.97327,                0.86068,                0.54931,                0.53372,                0.82226,             0.00040334,             0.00040334,             0.00040334
                    148,                0.50787,                0.33193,                0.87619,                0.95294,                 0.9829,                0.97533,                0.87158,                0.55802,                0.51159,                0.83391,             0.00039626,             0.00039626,             0.00039626
                    149,                0.47455,                0.33349,                0.86381,                0.95848,                0.98245,                0.97784,                0.87103,                0.55884,                0.51172,                0.83427,             0.00038919,             0.00038919,             0.00038919
                    150,                0.47828,                 0.3201,                0.86886,                0.96025,                0.98558,                0.97871,                0.86889,                0.54931,                0.53446,                0.81757,             0.00038211,             0.00038211,             0.00038211
                    151,                0.46912,                0.32229,                0.86485,                0.95696,                0.99134,                0.97967,                0.87083,                0.55739,                0.54003,                0.82373,             0.00037504,             0.00037504,             0.00037504
                    152,                0.46704,                0.32173,                0.86467,                0.96092,                 0.9882,                0.97803,                0.88131,                0.56219,                0.52988,                0.82513,             0.00036797,             0.00036797,             0.00036797
                    153,                0.47554,                0.31328,                0.86082,                0.95745,                0.99222,                0.97663,                 0.8616,                0.55425,                0.54905,                0.83524,             0.00036089,             0.00036089,             0.00036089
                    154,                0.47932,                0.32163,                0.86385,                0.94903,                0.97845,                0.97679,                0.87198,                0.54516,                0.53276,                0.84065,             0.00035382,             0.00035382,             0.00035382
                    155,                0.46961,                0.31683,                0.86179,                0.95202,                0.98701,                0.97567,                0.87855,                0.53867,                0.53876,                0.83772,             0.00034675,             0.00034675,             0.00034675
